chapter,paragraph,sentence,entities
7,7,162,"['Lady of Beggars', 'Lady Orr']"
7,7,163,"['Kruppe', 'Rallick Nom']"
7,7,166,['Kruppe']
7,7,168,"['Crokus Younghand', 'Crokus Younghand']"
7,7,169,['Baruk']
7,7,172,['Kruppe']
7,7,174,['Kruppe']
7,7,176,"['Baruk', 'Kruppe']"
7,7,180,['Baruk']
7,7,183,['Oponn']
7,7,184,['Baruk']
7,7,187,['Baruk']
7,7,199,['Oponn']
8,0,10,['Kalam']
8,0,13,['Kalam']
8,0,16,"['Fiddler', 'Hedge']"
8,0,18,['Whiskeyjack']
8,0,27,['Whiskeyjack']
8,0,35,['Kalam']
8,0,46,['Kalam']
8,0,65,['Whiskeyjack']
8,0,78,['Whiskeyjack']
8,0,84,['Fiddler']
8,0,87,['Quick Ben']
8,0,88,['Kalam']
8,0,94,"['Fiddler', 'Hedge']"
8,0,98,"['Kalam', 'Quick Ben']"
8,0,99,['Sorry']
8,0,103,['Mallet']
8,0,115,['Whiskeyjack']
8,0,118,['Sorry']
8,0,121,['Hedge']
8,0,124,['Fiddler']
8,1,0,['Quick Ben']
8,1,8,['Quick Ben']
8,1,12,['Hairlock']
8,1,22,['Hairlock']
8,1,25,['Hairlock']
8,1,33,['Quick Ben']
8,1,35,['Hairlock']
8,1,36,"['Quick Ben', 'Hairlock']"
8,1,44,['Hairlock']
8,1,46,['Quick Ben']
8,1,47,['Hairlock']
8,1,54,['Hairlock']
8,1,57,['Hairlock']
8,1,60,['Quick Ben']
8,1,63,['Tattersail']
8,1,66,['Quick Ben']
8,1,69,['Hairlock']
8,1,76,"['Tayschrenn', 'Tattersail']"
8,1,81,['Tayschrenn']
8,1,84,['Tattersail']
8,1,85,"['Hood', 'Quick Ben']"
8,1,87,['Ganoes Stabro Paran']
8,1,88,['Hairlock']
8,1,102,['Quick Ben']
8,1,106,['Hairlock']
8,1,107,['Tattersail']
8,1,117,['Quick Ben']
8,1,119,['Hairlock']
8,1,122,['Hairlock']
8,1,129,['Quick Ben']
8,1,130,['Hairlock']
8,1,133,['Hairlock']
8,1,135,['Quick Ben']
8,1,137,['Hairlock']
8,1,140,['Quick Ben']
8,1,141,['Hairlock']
8,1,143,['Hairlock']
8,1,144,['Hairlock']
8,1,145,['Quick Ben']
8,1,152,"['Hairlock', 'Quick Ben']"
8,1,153,['Gear']
8,2,2,['Sorry']
8,2,3,"['Quick Ben', 'Kalam']"
8,2,4,['Quick Ben']
8,2,6,"['Whiskeyjack', 'Kalam']"
8,2,10,['Mallet']
8,2,11,"['Quick Ben', 'Kalam']"
8,2,12,"['Fiddler', 'Trotts', 'Hedge']"
8,2,17,['Whiskeyjack']
8,2,22,['Kalam']
8,2,27,['Quick Ben']
8,2,31,"['Whiskeyjack', 'Kalam']"
8,2,33,['Trotts']
8,2,34,['Trotts']
8,2,35,['Fiddler']
8,2,41,"['Kalam', 'Whiskeyjack']"
8,2,43,['Trotts']
8,2,46,['Sorry']
8,2,47,['Fiddler']
8,2,48,['Sorry']
8,2,54,['Whiskeyjack']
8,2,64,"['Whiskeyjack', 'Kalam', 'Quick Ben']"
9,0,0,['Toc the Younger']
9,0,7,"['Ganoes Stabro Paran', 'Whiskeyjack']"
9,0,14,"['Toc  the Elder ', 'Toc the Younger']"
9,0,37,['Jakatakan Élites']
9,0,41,['Jakatakan Élites']
9,0,64,['Jakatakan Élites']
9,1,9,['Lorn']
9,1,11,['Lorn']
9,1,20,['Lorn']
9,1,25,['Lorn']
9,1,40,['Lorn']
9,1,42,['Lorn']
9,1,51,['Jakatakan Élites']
9,1,56,['Lorn']
9,1,67,['Lorn']
9,1,86,['Lorn']
9,1,93,['Lorn']
9,1,94,['Lorn']
9,1,99,['Toc the Younger']
9,1,114,['Lorn']
9,1,115,"['Toc  the Elder ', 'Toc the Younger']"
9,1,126,['Toc the Younger']
9,1,136,['Lorn']
9,1,140,['Lorn']
9,1,141,['Dujek Onearm']
9,1,148,['Lorn']
9,1,152,['Ganoes Stabro Paran']
9,1,154,['Lorn']
9,1,161,['Lorn']
9,1,163,['Lorn']
9,1,170,['Lorn']
9,1,175,['Lorn']
9,1,186,['Lorn']
9,1,206,['Lorn']
9,1,207,"['Dujek Onearm', 'Tayschrenn']"
9,1,211,['Lorn']
9,1,214,['Lorn']
9,1,220,"['Lorn', ""Onos T'oolan""]"
9,1,221,['Lorn']
9,1,224,['Lorn']
9,2,0,['Ganoes Stabro Paran']
9,2,7,['Hairlock']
9,2,12,"['Hairlock', 'Ganoes Stabro Paran', 'Tayschrenn']"
9,2,13,['Ganoes Stabro Paran']
9,2,15,['Ganoes Stabro Paran']
9,2,18,['Ganoes Stabro Paran']
9,2,19,['Ganoes Stabro Paran']
9,2,20,"['Toc the Younger', 'Tayschrenn']"
9,2,21,['Ganoes Stabro Paran']
9,2,26,['Ganoes Stabro Paran']
9,2,37,['Tattersail']
9,2,38,['Whiskeyjack']
9,2,42,['Ganoes Stabro Paran']
9,2,46,['Ganoes Stabro Paran']
9,2,47,['Tattersail']
9,2,48,['Ganoes Stabro Paran']
9,2,52,['Tattersail']
9,2,56,['Ganoes Stabro Paran']
9,2,59,['Tattersail']
9,2,66,['Ganoes Stabro Paran']
9,2,69,['Tattersail']
9,2,73,['Tattersail']
9,2,74,['Ganoes Stabro Paran']
9,2,78,['Ganoes Stabro Paran']
9,2,80,['Ganoes Stabro Paran']
9,2,83,['Whiskeyjack']
9,2,86,['Ganoes Stabro Paran']
9,2,93,['Tattersail']
9,2,96,['Oponn']
9,2,98,['Ganoes Stabro Paran']
9,2,99,['Oponn']
9,2,108,['Tattersail']
9,2,114,['Ganoes Stabro Paran']
9,2,115,['Tattersail']
9,2,116,"['Oponn', 'Ganoes Stabro Paran']"
9,2,119,"['Hairlock', 'Tattersail']"
9,2,121,['Hairlock']
9,2,124,['Ganoes Stabro Paran']
9,2,126,['Tattersail']
9,2,127,['Ganoes Stabro Paran']
9,2,134,['Ganoes Stabro Paran']
9,2,140,['Hairlock']
9,2,146,['Hairlock']
9,2,148,['Hairlock']
9,2,149,['Tattersail']
9,2,157,['Ganoes Stabro Paran']
9,2,158,['Hairlock']
9,2,159,"['Hairlock', 'Tattersail', 'Tattersail']"
9,2,162,['Oponn']
9,2,163,['Tattersail']
9,2,165,['Ganoes Stabro Paran']
9,3,0,['Lorn']
9,3,16,['Dujek Onearm']
9,3,19,"['Tayschrenn', 'Tattersail']"
9,3,24,"['Toc the Younger', 'Lorn']"
9,3,27,"['Lorn', 'Toc the Younger']"
9,3,29,['Dujek Onearm']
9,3,37,['Dujek Onearm']
9,3,39,['Dujek Onearm']
9,3,41,['Lorn']
9,3,43,['Dujek Onearm']
9,3,46,['Dujek Onearm']
9,3,50,['Lorn']
9,3,53,['Dujek Onearm']
9,3,54,['Tayschrenn']
9,3,57,['Dujek Onearm']
9,3,59,['Lorn']
9,3,62,['Dujek Onearm']
9,3,64,['Dujek Onearm']
9,3,66,['Lorn']
9,3,68,['Lorn']
9,3,69,['Tayschrenn']
9,3,74,['Dujek Onearm']
9,3,80,['Dujek Onearm']
9,3,88,['Lorn']
9,3,91,['Dujek Onearm']
9,3,98,['Lorn']
9,3,100,['Dujek Onearm']
9,3,102,['Lorn']
9,3,103,['Tayschrenn']
9,3,104,['Dujek Onearm']
9,3,109,['Lorn']
9,3,110,"['Tayschrenn', 'Dujek Onearm']"
9,3,112,['Tayschrenn']
9,3,114,['Dujek Onearm']
9,3,119,['Dujek Onearm']
9,3,122,['Caladan Brood']
9,3,127,['Lorn']
9,3,131,['Lorn']
9,3,134,['Caladan Brood']
9,3,135,['Dujek Onearm']
9,3,141,['Dujek Onearm']
9,3,143,['Caladan Brood']
9,3,148,['Lorn']
9,3,161,"[""K'azz D'Avore""]"
9,3,168,['Caladan Brood']
9,3,172,['Dujek Onearm']
9,3,173,['Caladan Brood']
9,3,179,['Lorn']
9,3,180,"['Caladan Brood', 'Dujek Onearm']"
9,3,182,['Dujek Onearm']
9,3,184,"['Dujek Onearm', 'Caladan Brood']"
9,3,188,['Dujek Onearm']
9,3,189,['Tayschrenn']
9,3,192,['Tattersail']
9,3,193,"['Lorn', 'Dujek Onearm']"
9,3,196,['Dujek Onearm']
9,3,197,"['Tattersail', 'Lorn']"
9,3,198,"['Tayschrenn', 'Dujek Onearm']"
9,3,200,['Dujek Onearm']
9,3,203,['Lorn']
9,3,207,"['Tattersail', 'Lorn']"
9,3,208,['Dujek Onearm']
9,3,216,['Tattersail']
9,3,227,"['Tayschrenn', 'Dujek Onearm']"
9,3,230,['Dujek Onearm']
9,3,237,['Lorn']
9,3,238,['Tayschrenn']
9,3,240,['Dujek Onearm']
9,3,247,"['Tayschrenn', 'Lorn']"
9,3,249,['Lorn']
9,3,250,['Dujek Onearm']
9,3,251,['Tayschrenn']
9,3,253,['Dujek Onearm']
9,3,255,['Tattersail']
9,3,256,['Dujek Onearm']
9,3,257,['Tayschrenn']
9,3,258,['Dujek Onearm']
9,3,259,"['Lorn', 'Tayschrenn']"
9,3,262,['Dujek Onearm']
9,3,263,['Tattersail']
9,3,265,['Tayschrenn']
9,3,266,['Tayschrenn']
9,3,267,['Lorn']
9,3,268,['Tayschrenn']
9,3,274,['Tayschrenn']
9,3,277,['Tayschrenn']
9,3,278,['Lorn']
9,3,279,['Dujek Onearm']
9,3,280,['Dujek Onearm']
9,3,282,['Tayschrenn']
9,3,289,['Dujek Onearm']
9,3,293,['Tayschrenn']
9,3,304,['Lorn']
9,3,315,"['Tattersail', 'Tayschrenn']"
9,3,317,['Lorn']
9,3,322,['Oponn']
9,3,323,['Tattersail']
9,3,324,['Lorn']
9,3,325,['Tayschrenn']
9,3,327,"['Oponn', 'Tayschrenn']"
9,3,328,['Lorn']
9,3,334,"['Whiskeyjack', 'Tattersail']"
9,3,335,['Ganoes Stabro Paran']
9,3,337,['Tattersail']
9,3,342,['Lorn']
9,3,343,['Tayschrenn']
9,3,344,['Lorn']
9,3,347,"['Tattersail', 'Tayschrenn']"
9,3,350,['Lorn']
9,3,352,['Lorn']
9,3,354,['Dujek Onearm']
9,3,357,['Oponn']
9,3,360,"['Oponn', 'Dujek Onearm']"
9,3,362,['Tayschrenn']
9,3,363,['Lorn']
9,3,367,['Tayschrenn']
9,3,374,"['Lorn', 'Tattersail']"
9,4,11,['Tattersail']
9,4,22,"['Quick Ben', 'Kalam']"
9,4,24,['Sorry']
9,4,26,['Tattersail']
9,4,28,['Ganoes Stabro Paran']
9,4,37,['Tattersail']
9,4,39,['Hairlock']
9,4,42,"['Tattersail', 'Ganoes Stabro Paran']"
9,4,60,['Tattersail']
9,4,67,['Toc the Younger']
9,4,69,['Tattersail']
9,4,72,['Ganoes Stabro Paran']
9,4,77,['Ganoes Stabro Paran']
9,4,80,['Tattersail']
9,4,81,['Tayschrenn']
9,4,85,['Tattersail']
9,4,87,['Ganoes Stabro Paran']
9,5,0,['Toc the Younger']
9,5,2,"['Toc  the Elder ', 'Toc the Younger']"
9,5,6,['Dujek Onearm']
9,5,18,"['Dujek Onearm', 'Tayschrenn']"
9,5,19,['Toc the Younger']
9,5,25,['Dujek Onearm']
9,5,29,['Dujek Onearm']
9,5,31,"['Lorn', 'Dujek Onearm']"
9,5,32,"['Tayschrenn', 'Lorn']"
9,5,37,['Lorn']
9,5,50,['Tattersail']
9,5,54,"['Lorn', 'Tattersail']"
9,5,56,['Tattersail']
9,5,63,['Tattersail']
9,5,64,['Lorn']
9,5,68,['Tattersail']
9,5,70,['Lorn']
9,5,71,['Tayschrenn']
9,5,72,['Tattersail']
9,5,82,['Tattersail']
9,5,88,['Tattersail']
9,5,90,['Dujek Onearm']
9,5,96,['Lorn']
9,5,101,['Lorn']
9,5,108,['Laseen']
9,5,110,['Tattersail']
9,5,111,['Tattersail']
9,5,112,['Whiskeyjack']
9,5,117,['Dujek Onearm']
9,5,119,"['Tayschrenn', 'Tattersail', 'Lorn']"
9,5,125,['Tattersail']
9,5,127,"['Dujek Onearm', 'Tattersail']"
9,5,134,['Lorn']
9,5,135,['Laseen']
9,5,136,"['Tayschrenn', 'Lorn']"
9,5,138,['Lorn']
9,5,139,"['Toc  the Elder ', 'Toc the Younger']"
9,5,143,['Lorn']
9,5,144,"['Dujek Onearm', 'Tayschrenn']"
9,5,149,['Tattersail']
9,5,157,['Tattersail']
9,5,164,['Dujek Onearm']
9,5,166,['Tattersail']
9,5,169,"['Tattersail', 'Tayschrenn']"
9,5,170,['Dujek Onearm']
9,5,171,['Dujek Onearm']
9,5,177,"['Lorn', 'Tattersail']"
9,5,179,['Tayschrenn']
9,5,180,['Tattersail']
9,5,183,['Lorn']
9,5,190,['Tattersail']
9,5,191,['Oponn']
9,5,193,['Lorn']
9,5,194,['Tayschrenn']
9,5,197,['Shadowthrone Ammanas']
9,5,198,['Lorn']
9,5,200,"['Tattersail', 'Tayschrenn']"
9,5,209,['Tayschrenn']
9,5,210,['Tattersail']
9,5,213,['Tattersail']
9,5,216,['Tayschrenn']
9,5,217,['Tattersail']
9,5,221,['Tayschrenn']
9,5,222,['Tattersail']
9,5,224,"['Lorn', 'Oponn']"
9,5,226,['Tattersail']
9,5,231,['Dujek Onearm']
9,5,232,['Tattersail']
9,5,233,['Oponn']
9,5,234,['Oponn']
9,5,239,['Tattersail']
9,5,244,['Lorn']
9,5,245,['Oponn']
9,5,247,"['Oponn', 'Shadowthrone Ammanas']"
9,5,250,"['Tattersail', 'Oponn']"
9,5,257,['Tattersail']
9,5,263,['Lorn']
9,5,264,['Tayschrenn']
9,5,269,['Tattersail']
9,5,279,"['Toc  the Elder ', 'Toc the Younger', 'Tattersail']"
9,6,0,['Tattersail']
9,6,4,['Lorn']
9,6,5,['Tattersail']
9,6,10,['Tattersail']
9,6,18,['Dujek Onearm']
9,6,20,['Tattersail']
9,6,23,['Ganoes Stabro Paran']
9,6,27,"['Hairlock', 'Ganoes Stabro Paran']"
9,6,30,['Tattersail']
9,6,33,['Ganoes Stabro Paran']
9,6,39,['Ganoes Stabro Paran']
9,6,45,['Tattersail']
9,6,50,['Ganoes Stabro Paran']
9,6,51,['Tattersail']
9,6,58,['Tattersail']
9,6,61,"['Ganoes Stabro Paran', 'Tattersail']"
9,6,67,['Tattersail']
9,6,68,['Ganoes Stabro Paran']
9,6,70,['Tattersail']
9,6,74,['Ganoes Stabro Paran']
9,6,76,['Tattersail']
9,6,78,"['Quick Ben', 'Kalam']"
9,6,81,['Ganoes Stabro Paran']
9,6,90,['Ganoes Stabro Paran']
9,6,94,['Shadowthrone Ammanas']
9,6,95,"['Shadowthrone Ammanas', 'Shadowthrone Ammanas']"
9,6,96,['Tattersail']
9,6,99,['Ganoes Stabro Paran']
9,6,101,['Ganoes Stabro Paran']
9,6,102,['Whiskeyjack']
9,6,106,['Tattersail']
9,6,111,['Tattersail']
9,6,114,['Ganoes Stabro Paran']
9,6,117,['Tattersail']
9,6,122,['Tattersail']
9,6,123,['Oponn']
9,6,124,['Ganoes Stabro Paran']
9,6,125,['Tattersail']
9,6,126,['Lorn']
9,6,127,['Ganoes Stabro Paran']
9,6,128,['Hairlock']
9,6,132,['Sorry']
9,6,134,['Ganoes Stabro Paran']
9,6,140,['Tattersail']
9,6,141,['Hairlock']
9,6,144,['Hairlock']
9,6,145,['Ganoes Stabro Paran']
9,6,146,"['Quick Ben', 'Whiskeyjack']"
9,6,153,['Ganoes Stabro Paran']
9,6,154,['Tattersail']
9,6,155,['Lorn']
9,6,156,['Ganoes Stabro Paran']
9,6,157,['Sorry']
9,6,161,['Whiskeyjack']
9,6,165,['Ganoes Stabro Paran']
9,6,167,['Tattersail']
9,6,171,['Ganoes Stabro Paran']
9,6,173,['Dujek Onearm']
9,6,174,"['Oponn', 'Oponn']"
9,6,175,['Tayschrenn']
9,6,177,"['Tattersail', 'Ganoes Stabro Paran']"
9,6,178,"['Dujek Onearm', 'Tayschrenn']"
9,6,179,"['Oponn', 'Dujek Onearm', 'Tayschrenn']"
9,6,185,['Ganoes Stabro Paran']
9,6,190,"['Ganoes Stabro Paran', 'Tattersail']"
9,6,198,['Ganoes Stabro Paran']
9,6,200,['Tattersail']
9,7,1,['Dujek Onearm']
9,7,22,['Lorn']
9,7,25,"[""Onos T'oolan""]"
9,7,40,['Lorn']
9,7,45,['Lorn']
9,7,49,['Lorn']
9,7,53,['Kilava Onass']
9,7,55,['Lorn']
9,7,59,['Logros']
9,7,61,"['Olar Ethil', 'Eitholos Ilm']"
9,7,67,"['Galad Ketan', 'Onak Shendok']"
9,7,69,['Lorn']
9,7,71,['Dancer']
9,7,80,['Logros']
9,8,0,['Crone']
9,8,6,['Crone']
9,8,8,['Crone']
9,8,12,['Caladan Brood']
9,8,13,['Crone']
10,0,0,['Kallor']
10,0,3,['Caladan Brood']
10,0,5,['Caladan Brood']
10,0,14,"['Tattersail', 'Dujek Onearm', 'Tayschrenn']"
10,0,15,['Tattersail']
10,0,25,"['Toc  the Elder ', 'Toc the Younger']"
10,0,42,['Ganoes Stabro Paran']
10,0,45,['Ganoes Stabro Paran']
10,0,49,['Ganoes Stabro Paran']
10,0,52,['Toc the Younger']
10,0,55,['Ganoes Stabro Paran']
10,0,59,['Ganoes Stabro Paran']
10,0,61,['Ganoes Stabro Paran']
10,0,65,"['Mallet', 'Tattersail']"
10,0,67,"['Whiskeyjack', 'Ganoes Stabro Paran']"
10,0,68,['Tattersail']
10,0,69,['Whiskeyjack']
10,0,72,['Tattersail']
10,0,76,['Tattersail']
10,0,81,"['Lorn', 'Whiskeyjack']"
10,0,86,"['Toc  the Elder ', 'Toc the Younger']"
10,0,89,"['Whiskeyjack', 'Dujek Onearm']"
10,0,93,['Ganoes Stabro Paran']
10,0,97,['Ganoes Stabro Paran']
10,0,99,['Tattersail']
10,0,102,"['Tattersail', 'Lorn']"
10,0,106,['Ganoes Stabro Paran']
10,0,113,['Tattersail']
10,0,114,['Ganoes Stabro Paran']
10,0,116,['Ganoes Stabro Paran']
10,0,123,['Ganoes Stabro Paran']
10,1,0,['Tattersail']
10,1,1,['Tayschrenn']
10,1,15,"['Ganoes Stabro Paran', 'Ganoes Stabro Paran', 'Oponn']"
10,1,20,"['Ganoes Stabro Paran', 'Oponn']"
10,1,26,['Tattersail']
10,1,27,"['Tattersail', 'Bellurdan', 'Tayschrenn']"
10,1,34,['Bellurdan']
10,2,1,['Bellurdan']
10,2,6,['Tattersail']
10,2,9,['Bellurdan']
10,2,12,['Tattersail']
10,2,20,['Tattersail']
10,2,24,"['Bellurdan', 'Tattersail']"
10,2,26,['Tattersail']
10,2,29,['Bellurdan']
10,2,33,['Tattersail']
10,2,36,['Tattersail']
10,2,39,['Bellurdan']
10,2,41,['Tattersail']
10,2,44,['Tayschrenn']
10,2,46,['Tattersail']
10,2,49,['Bellurdan']
10,2,51,['Tattersail']
10,2,55,['Tattersail']
10,2,62,['Tattersail']
10,2,63,['Bellurdan']
10,2,67,['Bellurdan']
10,2,69,['Tattersail']
10,2,72,"['Lorn', 'Bellurdan']"
10,2,77,['Tattersail']
10,2,81,['Bellurdan']
10,2,83,['Nightchill']
10,2,84,['Tattersail']
10,2,86,['Bellurdan']
10,2,94,['Hairlock']
10,2,98,['Bellurdan']
10,3,22,['Lorn']
10,3,33,['Lorn']
10,4,0,['Crone']
10,4,6,['Caladan Brood']
10,4,8,['Crone']
10,4,20,['Crone']
10,4,21,['Caladan Brood']
10,4,29,['Crone']
10,4,32,['Caladan Brood']
10,4,34,['Caladan Brood']
10,4,36,"['Jorrick Sharplance', 'Jorrick Sharplance']"
10,4,40,['Jorrick Sharplance']
10,4,45,['Crone']
10,4,46,['Jorrick Sharplance']
10,4,47,['Caladan Brood']
10,4,52,['Caladan Brood']
10,4,57,['Crone']
10,4,58,"[""K'azz D'Avore""]"
10,4,59,['Caladan Brood']
10,4,63,['Caladan Brood']
10,4,65,['Crone']
10,4,70,['Crone']
10,4,77,['Caladan Brood']
10,4,78,['Anomander Rake']
10,4,84,['Crone']
10,4,88,['Oponn']
10,4,90,['Oponn']
10,4,91,['Caladan Brood']
10,4,92,['Crone']
10,4,93,"['Anomander Rake', 'Caladan Brood']"
10,4,95,['Crone']
10,4,96,"['Anomander Rake', 'Caladan Brood']"
10,4,97,['Crone']
10,4,101,['Crone']
10,4,102,['Caladan Brood']
10,4,103,"['Oponn', 'Lady of Beggars', 'Lady Orr']"
10,4,106,['Caladan Brood']
10,4,108,['Anomander Rake']
10,4,111,['Crone']
10,4,114,['Caladan Brood']
10,4,117,['Crone']
10,4,119,['Caladan Brood']
10,4,121,['Anomander Rake']
10,4,125,['Caladan Brood']
10,4,128,['Crone']
10,4,132,['Caladan Brood']
10,4,133,['Caladan Brood']
10,4,135,['Crone']
10,4,136,['Caladan Brood']
10,4,138,['Crone']
10,4,142,['Crone']
10,4,145,['Crone']
10,4,146,['Caladan Brood']
10,4,151,['Kallor']
10,4,153,['Caladan Brood']
10,4,154,['Caladan Brood']
10,4,158,['Caladan Brood']
10,4,161,['Kallor']
10,4,162,['Caladan Brood']
10,4,165,['Kallor']
10,4,166,"['Jorrick Sharplance', 'Caladan Brood']"
10,4,167,['Kallor']
10,4,171,['Jorrick Sharplance']
10,4,173,['Caladan Brood']
10,4,174,"[""K'azz D'Avore""]"
10,4,175,['Caladan Brood']
10,4,176,['Kallor']
10,4,179,['Caladan Brood']
10,4,182,"['Caladan Brood', 'Kallor']"
10,4,185,['Caladan Brood']
10,4,186,['Caladan Brood']
10,5,1,"['Toc the Younger', 'Ganoes Stabro Paran']"
10,5,3,"['Toc  the Elder ', 'Toc the Younger']"
10,5,8,['Ganoes Stabro Paran']
10,5,11,['Ganoes Stabro Paran']
10,5,13,['Ganoes Stabro Paran']
10,5,18,"['Ganoes Stabro Paran', 'Toc  the Elder ', 'Toc the Younger']"
10,5,19,['Ganoes Stabro Paran']
10,5,22,['Ganoes Stabro Paran']
10,5,24,['Ganoes Stabro Paran']
10,5,25,['Tattersail']
10,5,29,['Ganoes Stabro Paran']
10,5,32,['Ganoes Stabro Paran']
10,5,35,"['Toc  the Elder ', 'Toc the Younger']"
10,5,41,['Ganoes Stabro Paran']
10,5,51,['Ganoes Stabro Paran']
10,5,54,['Tattersail']
10,5,60,['Nightchill']
10,5,61,['Nightchill']
10,5,62,"['Tayschrenn', 'Ganoes Stabro Paran']"
10,5,64,['Tayschrenn']
10,5,66,['Tattersail']
10,5,69,"['Lorn', 'Ganoes Stabro Paran']"
10,5,75,['Ganoes Stabro Paran']
10,6,1,['Crone']
10,6,6,['Crone']
10,6,8,['Anomander Rake']
10,6,11,['Caladan Brood']
10,6,21,['Crone']
10,6,25,['Crone']
10,6,26,['Crone']
10,6,29,['Crone']
10,6,30,"['Hurtle', 'Crone']"
10,6,33,['Hurtle']
10,6,34,['Hurtle']
10,6,35,['Hurtle']
10,6,36,['Crone']
10,6,39,['Kin Clip']
10,6,41,['Kin Clip']
10,6,43,['Hurtle']
10,6,44,['Kin Clip']
10,6,48,['Hurtle']
10,6,49,['Crone']
10,6,54,['Crone']
10,6,55,['Hurtle']
10,6,57,['Crone']
10,6,70,['Crone']
10,6,72,['Crone']
10,6,76,['Crone']
10,6,77,['Crone']
10,6,91,['Anomander Rake']
10,6,92,['Caladan Brood']
10,6,94,['Crone']
10,7,10,['Lorn']
10,7,11,['Shadowthrone Ammanas']
10,7,16,['Lorn']
10,7,20,['Lorn']
10,7,30,['Lorn']
10,7,43,['Lorn']
11,0,5,['Kruppe']
11,0,8,['Kruppe']
11,0,13,['Kruppe']
11,0,14,['Kruppe']
11,0,16,['Kruppe']
11,0,25,['Kruppe']
11,0,31,['Kruppe']
11,0,34,['Kruppe']
11,0,38,['Kruppe']
11,0,39,['Kruppe']
11,0,43,['Kruppe']
11,0,44,['Kruppe']
11,0,45,['Pran Chole']
11,0,46,['Kruppe']
11,0,49,['Kruppe']
11,0,51,['Kruppe']
11,0,52,['Kruppe']
11,0,57,['Pran Chole']
11,0,58,['Kruppe']
11,0,62,['Kruppe']
11,0,63,['Pran Chole']
11,0,67,['Kruppe']
11,0,68,['Kruppe']
11,0,70,['Pran Chole']
11,0,74,"['Kruppe', 'Pran Chole']"
11,0,76,['Kruppe']
11,0,80,['Pran Chole']
11,0,85,['Kruppe']
11,0,91,['Kruppe']
11,0,93,['Kruppe']
11,0,95,['Pran Chole']
11,0,101,['Kruppe']
11,0,103,['Kruppe']
11,0,105,"[""K'rul""]"
11,0,107,['Kruppe']
11,0,108,['Kruppe']
11,0,109,['Kruppe']
11,0,113,['Kruppe']
11,0,114,['Pran Chole']
11,0,120,['Kruppe']
11,0,125,['Kruppe']
11,0,128,['Kruppe']
11,0,133,['Kruppe']
11,0,135,['Kruppe']
11,0,137,['Kruppe']
11,0,142,['Kruppe']
11,0,147,['Kruppe']
11,0,151,['Kruppe']
11,0,153,['Kruppe']
11,0,155,['Kruppe']
11,0,156,['Pran Chole']
11,0,157,['Kruppe']
11,0,165,['Tattersail']
11,0,170,['Tattersail']
11,0,178,['Kruppe']
11,0,180,"['Tattersail', 'Pran Chole']"
11,0,182,"['Kruppe', 'Kruppe']"
11,0,184,"[""K'rul""]"
11,0,188,['Kruppe']
11,0,189,['Kruppe']
11,0,191,"[""K'rul""]"
11,0,195,"['Rallick Nom', 'Kruppe']"
11,0,200,['Kruppe']
11,0,208,['Kruppe']
11,0,210,['Kruppe']
11,0,211,"['Kruppe', ""K'rul""]"
11,0,213,['Tattersail']
11,0,214,['Pran Chole']
11,0,217,['Kruppe']
11,0,222,['Kruppe']
11,0,224,['Pran Chole']
11,0,226,"['Kruppe', 'Tattersail', ""K'rul""]"
11,0,232,['Kruppe']
11,0,233,['Kruppe']
11,0,236,"[""K'rul"", 'Kruppe']"
11,0,242,['Kruppe']
11,0,244,['Kruppe']
11,0,247,['Kruppe']
11,0,250,"['Pran Chole', 'Kruppe']"
11,0,253,['Kruppe']
11,0,255,['Pran Chole']
11,0,256,"[""K'rul""]"
11,0,258,['Pran Chole']
11,0,261,['Pran Chole']
11,0,262,"['Kruppe', 'Pran Chole']"
11,0,264,['Kruppe']
11,1,0,"['Kruppe', 'Baruk']"
11,1,1,['Kruppe']
11,1,3,['Kruppe']
11,1,4,"['Baruk', 'Crokus Younghand']"
11,1,5,['Kruppe']
11,1,9,['Oponn']
11,1,10,['Kruppe']
11,1,15,['Kruppe']
11,1,17,['Kruppe']
11,1,18,['Kruppe']
11,1,21,['Kruppe']
11,1,23,['Kruppe']
11,1,27,['Kruppe']
11,1,30,['Kruppe']
11,1,34,['Kruppe']
11,1,38,['Kruppe']
11,1,39,['Kruppe']
11,1,42,['Oponn']
11,1,46,['Kruppe']
11,1,48,['Kruppe']
11,2,6,['Whiskeyjack']
11,2,12,['Baruk']
11,2,16,['Baruk']
11,2,22,"['Pannion Seer', 'Sorry']"
11,2,23,['Sorry']
11,2,26,['Whiskeyjack']
11,2,32,['Trotts']
11,2,35,['Fiddler']
11,2,39,['Whiskeyjack']
11,2,40,"['Hedge', 'Fiddler']"
11,2,41,['Whiskeyjack']
11,2,43,['Whiskeyjack']
11,2,46,['Fiddler']
11,2,50,['Fiddler']
11,2,55,"['Quick Ben', 'Kalam']"
11,2,75,['Whiskeyjack']
11,2,113,"['Hedge', 'Fiddler']"
11,2,116,['Fiddler']
11,2,117,"['Mallet', 'Whiskeyjack']"
11,2,121,['Hedge']
11,2,122,['Fiddler']
11,2,125,['Mallet']
11,2,128,['Fiddler']
11,2,130,['Hedge']
11,2,132,['Hedge']
11,2,134,['Whiskeyjack']
11,2,138,['Mallet']
11,2,141,['Whiskeyjack']
11,2,145,['Mallet']
11,2,148,['Mallet']
11,2,150,['Whiskeyjack']
11,2,154,['Mallet']
11,2,160,['Whiskeyjack']
11,2,161,['Mallet']
